id|first_name|last_name|value
4602|Kotomi|Ichinose|574
22031|Igarashi||24
4607|Yukine|Miyazawa|298
5972|Katakuriko|Matsudaira|308
14833|Rie|Nishina|20
113011|Itsuki|Tadano|55
19548|Wyald||100
30779|Wabisuke||80
165395|Zixuan|Jin|39
55947|Naeko|Miike|115
93103|Rei|Takashima|69
4609|Misae|Sagara|241
4603|Tomoyo|Sakagami|632
16704|Katsuki|Shima|291
21507||Sugisaka|34
30268|Kouichirou|Tanba|55
99165|Raichi|Todoroki|362
153537|Giran||21
200898|Enma|Kannagi|23
10535|Leroute||80
104325|Coco|Loo|20
15713|Coffee||90
128838|Doohan||15
18441|Dr. Londes||15
2736|Grencia Mars Elijah Guo|Eckener|315
181984|Yukari|Mimura|26
29559|Abdul|Hakim|20
13249|Afedersiniz|Hesap Lütfen|226
92279|Mao|Misawa|15
182269|Miss Lip||17
41577|Mika|Mitsui|21
145|Sakura|Haruno|644
99169|Raizou|Todoroki|39
94585|Hideaki|Toujou|69
50955|Abo||10
50887|Momo|Anigasaki|10
101451|Seiichi|Umemiya|108
4611|Mei|Sunohara|296
105559|Death Cancer||15
122471|Hisashi|Watanabe|19
182470|Demon Lord Tasogare||314
50915|Kuzunosuke|Beri|15
183711|Kazeno||10
166093|Karen|Kino|146
211048|Masaru|Kobayashi|10
183421|Erika|Kose|80
183368|Kozue|Makihara|10
183542|Saburo|Odajima|176
47541|Blu-rayko||39
42427|Daito||10
90117|Letty|Whiterock|20
1555|Hinata|Hyuuga|720
6091|Miwako|Teshigawara|16
17141|Kazushi|Yamazaki|15
143594|Kanna|Akizono|135
143595|Tsukino|Yomisawa|108
93199|Haruno|Yoshikawa|39
101599|Shunshin|You|108
81733|Tadashi|Wanibuchi|29
138401|Kaoru|Yui|20
50921|Enari||10
127852|Masashi|Yuuki|16
137820|Clownpiece||255
50907|Balmung|Fezarion|15
4610|Youhei|Sunohara|555
182278|Atsushi|Miyano|19
49565|Fumiko||69
33356|Asta||39
168664|Kobachi|Osaragi|192
183980|Adolphe|Pescarolo|39
210425|Pretty Guy A||15
210426|Pretty Guy B||15
210781|Prince||10
182282|Mako|Miyoshi|15
114423|Keiko|Momoi|19
7096|Yusuke|Yoshino|286
95235|Yuu's Sister||32
128504|Mugi|Awaya|378
176750|Yui||201
203220|Daisy|Magnolia|30
128503|Hanabi|Yasuraoka|581
156579|Akita|Inuzuka|10
1358|Sesshoumaru||667
128895|Sanae|Ebato|415
207778|Jigen||80
150100|Sumire|Kakei|283
4694|Kankurou||364
148537|Mei|Hayakawa|39
139107|Noriko|Kamomebata|282
158226|Nerine||15
52341|Kid||10
226462|Pola||10
226245|Black|Prince|10
203218|Yuris||100
226477|Reno||10
139105|Narumi|Kanai|192
160303|Koji|Kashin|195
55949|Sommy||15
122387|Chiharu|Sakurajima|10
13454|Moegi|Kazamatsuri|20
127300|Suejirou|Suemoto|10
40309|Teppei|Sugihara|10
16049|Luciano|Bradley|15
32656|Tamo||10
18473|Killer Bee||473
224367|Kokatsu||10
51677|Bartley|Asprius|15
7407|Kurama||492
189227|Miguel||90
9877|Musashi||146
18462|Aisslinger|Wernarr|16
180766|Mei Mei||341
179176|Koukichi|Muta|189
33379|Squala||15
53561|Todo||15
145702| |Togashi|15
134625|Matsuzou|Matsuno|19
138741|Kamimatsu|Matsuno|15
148755|Atsuya|Kirishima|151
23474|Kurotsuchi||122
139106|Akane|Minagawa|415
160144|Take|Moriyama|15
126471|Izumi||23
148616|Takuya|Terauchi|90
27138|Guinevere|de Britannia|16
128166|Tio|Clarence|397
22514|Nonette|Enneagram|36
104435|Alligator||15
108087|Amane||39
128164|Shea|Haulia|396
28298|Sesshoumaru's Mother||186
120079|Shino||39
1357|Shippou||422
3167|Inu no|Taishou|164
18030|Hachibei|Takaya|15
1362|Toutousai||140
164979|Kentarou|Honda|23
22883|Toshimori|Umesada|16
190479|Akari|Nitta|115
38620|Supa||15
55275||Yagami|10
135217|Metal|Lee|135
128137|Hajime|Nagumo|589
129883|Kaori|Shirasaki|588
87053|Cao|Cao|20
122167|Tadatsuru|Teori|69
125058|Alfred|G. Darlton|19
306|Rock|Lee|656
129062|Yue||565
17600|Chie||80
26213|Katoran||213
165393|Jingyi|Lan|176
17599|Koji||20
17580|Rina||15
22575|Dorothea|Ernst|69
182008|Genichirou|Fukuchi|80
17581|Setoro||16
17601|Shimei||16
182418|Atsushi|Mori|32
40257|THX||160
159447|Nikolai|Gogol|445
111627|Bushidora |Ambitious|10
49161|Hai|Gao|23
35247|Yuka||27
160099|Hanako|Honda|551
160101|Kasumi|Nomura|405
160100|Olivia||424
23871|Akoya||15
19464|Amane||15
170997|Umeko|Andou|15
164737|Tsugumi|Aozora|236
171076|Baby||189
164745||Fujiwara|215
171001|Hanako's Grandfather||15
164975|Chisato|Higuchi|39
171077|Hijiri||18
171002|Kouichi||17
164976||Maeda|317
164978|Aguri|Matou|34
164977|Ruu|Oka|203
171003|Olivia's Brother||100
165658|Sainan-sensei||32
170998|Tokuko|Sharekoube|55
164980|Student Council President||30
30376|Takaaki|Morofushi|160
47307|Ryouko|Morozumi|15
182427|Teruhiko|Motoi|15
151073|Tentou|Madoka|10
49165|Ichijiku|Hinata|24
141220|Kouki|Amanogawa|39
174268|Cattleya||16
12895|Fritz Joseph|Bittenfeld|236
1113|Jeremiah|Gottwald|507
143093|Kousuke|Endou|100
141221|Aiko|Hatayama|164
15437|Miya|I. Hillmick|15
172565|Cam|Haulia|19
172564|Mona|Haulia|19
153344|Liliana S. B.|Heilig|16
141218|Daisuke|Hiyama|15
23765|Renzu|Ioroi|15
17359|Isana||27
9972|Jin||30
120345|Shirou|Nagasaku|15
63541|Amori||10
82867|Stick|Dinner|90
22923|Ibiki|Morino|69
189009|Mugino||39
119569|Shikadai|Nara|273
15452|Hideaki|Sorachi|258
27057|Jill||179
226454|Roon||20
172748|Sona|Masaka|21
172745|Nana|Miyazaki|15
143094|Myuu||360
141225|Eri|Nakamura|15
172042|Oscar|Orcus|55
172743|Miledi|Reisen|20
2007|Shikamaru|Nara|748
153726|Billy||39
37099|Kitajima||16
64173|Ryuunosuke|Akasaka|523
196958|Isshiki|Ootsutsuki|243
108297|Kaguya|Ootsutsuki|328
1901|Sai||496
3889|Konohamaru|Sarutobi|378
211286|Unnamed Female Arrancar||15
161906|Sazanami|Senka|10
161905|Makinami|Senka|10
161907|Takanami|Senka|10
135213|Shinki||176
151239|Shojoji||29
135211|Tarui||15
36100|Shiina|Nagano|25
92245|Misa|Yashiro|18
16573|Ggio|Vega|201
83373|Balda||10
33303|Bara||15
104337|Baro||15
104345|Bat||15
53279|Bendot||10
33347|Binolt||15
2174|Temari||520
3710|Tenten||453
182624|Jouji|Naitou|18
182731|Manami|Nakadai|30
163827|Tomaru||15
135815|Funako|Nakai|20
139879|CuraÃ§ao||90
59669|Ouko|Yushima|20
64167|Nanami|Aoyama|583
136919|Katasuke|Toono|10
64165|Misaki|Kamiigusa|486
135210|Toroi||10
13|Sasuke|Uchiha|790
17|Naruto|Uzumaki|883
42500|Gensei|Kihara|15
117789|Himawari|Uzumaki|408
184049|Marine|Houshou|474
83533|Dankichi|Hama|15
205352|Paul|Duncan|10
184039|Korone|Inugami|498
16460|Kazuki|Sanada|15
127963|Inojin|Yamanaka|208
212195|Airani|Iofifteen|100
847|Tatsuya|Kimura|362
202283|Willem|Ehrenfried|16
148221|Gakuensai|Jimukyokuchou|108
148222|Pantsu Soubanchou||20
148226|Princess Daruma||36
148224|Kazuko|Suda|31
46927|Noriko|Yamamoto|24
964|Masakazu|Tougou|129
57181|Father|Tsukamoto|18
64169|Sorata|Kanda|524
2009|Ino|Yamanaka|451
151238|Yamaoka||10
64171|Jin|Mitaka|370
61371|Mashiro|Shiina|744
135214|Yodo||20
135212|Yurui||10
34715|Ginpachi|Nekota|135
1821|Takeshi|Sendo|498
18913|Atom||320
9791|Gesicht||440
51817|Tomiko||15
205497|Adolf's Brother||10
205493|Adolf's Father||10
205392|Alexander||10
191219|Rui|Nikaidou|80
191234|Tougo|Sekiguchi|20
12796|Masahiko|Umezawa|252
127289|Kaede||211
205415|Muhammad|Ali|21
205512|Anton||10
205422|Armstrong||10
205387|Arnold||10
205413|Becker||10
120105|Kumatetsu||440
120103|Ren||366
127298|Chiko||295
83377|Peggy||55
205516|Boy||10
127293|Hyakushuubou||115
44469|Brando||24
127296|Ichirouhiko||135
221972|Valiant||24
22226|Brau-1589||198
127295|Iouzan||55
1817|Ryo|Mashiba|355
127290|Kyuuta's Father||17
205423|Chairman||10
205509|Criminal||10
205518|Criminal||10
127294|Soushi||55
127292|Tatara||129
76520|Assassin||20
205519|Darius XIV||10
87321|Berserker||17
205411|Deacon||10
164766|Caster||22
87307|Tine|Chelc|69
60059|Enkidu||425
73507|Rita|Ainsworth|294
205517|Detective||10
44471|Dr. Abullah||10
179804|Dr. Hoffman||15
74695|Kazuki|Fujisawa|15
75148|Shiho|Fukaya|32
24144|Dr. Ochanomizu||100
205501|Dr. Schiller||10
42215|Kuniko|Yamamoto|31
14343|Epsilon||296
205506|Felsen||10
205514|Flower Seller||10
205528|Goji||10
205419|Adolf|Haas|10
205421|Ilsa|Haas|10
205420|Hans|Haas|10
152469|Helena||10
44473|Heracles||27
205345|Hogan||10
205358|Inspector Wallace||10
205362|Jan||10
63643|Sakurako|Yonehara|16
81267|Iori|Himemiya|20
75350|Saori|Himemiya|29
72753|Ayano|Iida|15
75680|Fuuka|Kamiigusa|34
205394|Tazaki|Junichiro|10
87313|Orlando|Reeve|20
7879|Silat||90
132969|Minoura||15
74293|Father|Kanda|15
205526|Kurt||10
205417|Maier||10
205504|Man with a Cloak||18
205353|Marshall||10
72761|Yuuko|Kanda|182
44467|Montblanc||22
205361|Mr. Johansen||10
205418|Mr. Schultz||10
84923|Maid-chan||259
182010|Saigiku|Jouno|312
64175|Chihiro|Sengoku|179
73949|Momoko|Souichirou|33
205390|Mr. Wagner||10
72757|Mayu|Takasaki|17
2802|Ashitaka||553
2727|San||599
11364|Gonza||16
6801|Bou|Jiko|129
11368|Kaya||34
10646|Shoutarou|Fuwa|351
972|Jirou|Yoshidayama|17
183427|Shizuku|Asahi|10
183428|Yume|Atenbou|15
205393|Nakamura||10
205490|Ronald|Newton Howard|10
40819|North #2||239
205498|Old Man||10
205351|Paul's Mother||10
44475|Pluto||140
7869|Locus||69
26394|Luca||290
7873|Rakshas||129
88801|Shisu||22
233972|Abercrombie||10
153191|Rita|Iizumi|39
39953|Teitoku|Kakine|241
205348|Principal Ban||10
172749|Riiman||275
205510|Professor||10
141299|Yukitoshi|Shimizu|31
205357|Professor Reinhart||10
48471|Kallen's Mother||29
125060|Bart|L. Darlton|19
73349|Shouko|Sugawara|108
153343|Yuuka|Sonobe|90
141222|Suzu|Taniguchi|29
15017|Monica|Krushevsky|108
191215|Hiroshi|Odokawa|522
58117|Ddraig||351
77051|Rina|Takizaki|15
198578|Hanuman||100
63885|Rama||255
223191|Murakami||15
191225|Atsuya|Baba|26
191222|Kenshirou|Daimon|15
191223|Koushirou|Daimon|115
191230|Dobu||239
191217|Ayumu|Gouriki|155
191220|Shiho|Ichimura|16
191231|Shun|Imai|236
191228|Taichi|Kabasawa|39
191218|Eiji|Kakihana|115
191235|Shigeru|Kuroda|15
206678|Yuki|Mitsuya|15
191239|Satoshi|Nagashima|18
191216|Miho|Shirakawa|262
160424|Toby|Selwyn|15
159432|Leon|Stephanotis|322
205507|Bernard|Ranke|10
205389|Riemann||10
183259|Ryuuzu|Meyer|151
147408|Minerva||243
191240|Donraku|Shoufuutei|15
191232|Hajime|Tanaka|308
9430|Tsumugi|Yuuki|19
191221|Sakura|Wadagaki|55
191233|Fuyuki|Yamamoto|129
191238|Yano||387
205355|Robby||10
4781|Eboshi|Gozen|389
14149|Kodama||387
11366|Kohroku||15
9174|Moro||361
153194|Itsuki|Yakumaru|28
177925|Nago||19
38902|Carine|ne Britannia|16
11362|Okkoto||129
12728|The Forest Spirit||305
11360|Toki||129
22313|Marika|Soresi|20
125064|Edgar|N. Darlton|19
9028|Kiichi|Gotou|449
9055|Shinobu|Nagumo|263
10484|Yakul||369
125062|Claudio|S. Darlton|18
160432|Aidan's Mother||15
79705|Shigeki|Arakawa|26
19476|Rupert|Kesserling|15
205356|Robby's Wife||10
205395|Robita||10
7895|Noa|Izumi|399
159039|Alberta||15
4158|Kyouko|Mogami|632
205354|Russell||10
141219|Shizuku|Yaegashi|313
159038|Damian|Baldur Flugel|39
158696|Bar Owner||15
205500|Sahad's Neighbor||10
205349|Sakamoto||10
158277|Dietfried|Bougainvillea|294
205391|Schelling||10
159915|Ann|Magnolia|201
147242|Gray||413
22314|Liliana|Vergamon|21
205360|Scott||10
110933|Maria|Naruse|417
103693|Inaho|Kaizuka|567
18322|Xianglin|Zhou|22
144971|Sakunosuke|Oda|563
160134|Aiden|Field|29
158781|Iris' Mother||15
160431|Isidor||16
160422|Maria||23
23997|Ivan|Konev|15
158541|Spencer|Marlborough|39
32430|Gustav|Milch|23
12479|Cyril|Kamelot|39
205499|Sectarian||10
205505|Security Guard||10
205364|Simon||10
158535|Subordinate Person||15
159230|Kyle|Zoenig|17
7874|Sonia||140
87315|Jester|Karturei|18
164794|Vera|Levitt|15
158884|Mushitarou|Oguri|249
182009|Teruko|Okura|140
9112|Isao|Oota|90
176251|Sigma||434
225912|Muller||15
178813|Tetchou|Suehiro|329
159580|Francesca|Prelati|151
205388|Takashi||10
172174|Natsume|Souseki|26
114605|Seitarou|Sakaki|20
226504|Prinz|Rupprecht|18
225878|Ryuujou||10
226466|Saint Louis||10
225882|Shangri-La||10
231645|Shikikan||29
226496|Shimakaze||10
233954|Shimanto||10
226457|Shinano||10
226460|Peter|Strasser|10
226495|Suruga||10
226473|Swiftsure||10
226465|Talin||10
226446|Tartu||10
226467|Terror||10
226499|Torricelli||10
226243|U-47||15
226242|U-81||10
226447|Vanquelin||10
233950|Voroshilov||10
226463|Ying Swei||10
226492|Yorck||10
226458|Z46||10
152677|Inchou||30
151698|Kiyui||222
154797|Mio||23
151696|Nat||108
205359|Tawashi||10
22925|Umatarou|Tenma|182
205363|Tsetse Mar||10
152864|Uran||16
205522|Worker of Marco Polo||10
9394|Paragus||21
53285|Shigeo|Shiba|20
205491|Yamagishi||10
205350|Yujiro||10
16882|Aya||17
4335|Ren|Tsuruga|547
20108|Biki||17
17060|Fuki||24
14632|Shouko|Aki|31
127142|Millicas|Gremory|39
127144|Venelana|Gremory|164
205347|Yuki||10
23846|Io||15
23764|Shinra|Ioroi|39
41051|Banka|Yobou|15
19708|Koro||20
23845|Maho||100
16810|Miharu||36
5167|Nui||236
16809|Setsu||15
23796|Sui||80
16811|Suzu||20
149945|Saber||198
16887|Toyo||26
17355|Watahiko||23
54223|Ayaka|Sajou|195
846|Masaru|Aoki|402
5184|Manabu|Itagaki|236
90851|Zeoticus|Gremory|192
153766|Santouka|Taneda|29
139592|Rakko|Yumiya|90
132955|Michizou|Tachihara|320
1998|Nemu||186
186872|Srajo||122
125034||Ekubo|535
124347|Heydrich|Lang|15
55105||Katase|20
171888|Miguel||10
192385|Miki||10
164135|Kischur Zelretch|Schweinorg|20
32415|Seiya|Ichijou|276
44419|Tomohiro|Miyoshi|39
124582|Busias|Adoula|15
70101|Al-Salem||15
46617|Tamotsu|Murakami|15
70109|Hamdi|Ashur|15
167425|Odagiri||24
27977|Karl Edward|Bayerlein|15
42135|Tarou|Ootsuki|69
43925|Koutarou|Sakazaki|90
70115|Mrs|Bucock|15
43663|Mikoko|Sakazaki|100
138658|Calnap||15
109931|Arataka|Reigen|810
165210|Akagi||10
125666|Masashi|Asagiri|10
152802|Hikayu|Hoshikawa|55
124373|Dickel||15
70173|Ed||15
165211|Bandai||10
219448|Beautiful Female Client||10
165224|Ceiling Crasher||10
14646|Mimori|Nanokura|17
124104|Gluck||15
69911|Arle|Heinessen|15
168263|Client||10
39122|Nikolas|Boltik|15
14517|Hiroaki|Ogata|80
168264|College Student A||10
168265|College Student B||10
168266|College Student C||10
217474|Murder Convict B||19
192371|Morizo|Ebihara|10
124796|Tsuyoshi|Edano|10
168333|Emi||80
192344|Female Client||10
169736|Female con-artist||10
169725|Fuji||10
172137|Fukuda||10
192379|Suzuo|Fukuda|10
169726|Gen||10
124792|Musashi|Gouda|424
165212|Gozu||10
70005|Felix|Mittermeyer|15
169727|Hanako||10
207747|Weeny Peeny||115
124795|Teruki|Hanazawa|495
171887|Higashio||10
22373|Reino||218
169728|Hitoshi||10
192349|Hosokawa||10
124522|Francesk|Romsky|15
151454|Blitz|Enders|35
151445||Gregson|26
69919|Sussanna|von Beenemünde|15
80825|Aika|Kiryuu|160
150811|Aki|Kikuchihara|30
32848|Frantz|Valleymont|15
69939|Maximilian|von Castrop|15
69971|Rudolf|von Goldenbaum|39
124456|Vier|von Kleingelt|15
69989|Elfriede|von Kohlrausch|15
13857|Katerose|von Kreutzer|135
69995|Alexander Siegfried|von Lohengramm|15
70051|Joachim|von Neue Stauffen|15
10773|Emile|von Seelle|15
70045|Bruno|von Silberberch|20
124372|Molt||15
168944||Wiggins|19
124420|Cornelia|Windsor|15
27884|Trung|Yu Chan|15
168271|Mameta|Inugawa|15
192437|Ishihara||10
125652|Joseph||15
125658|Kirin|Joudou|10
145519|Kageyama's Father||20
145518|Kageyama's Mother||10
124790|Shinji|Kamuro|100
165221|Takuya|Kamuro|10
125663|Yuuto|Kenzaki|10
168273|Haruto|Kijibayashi|19
192391|Koga||10
124799|Megumu|Koyama|20
168270|Hiroshi|Kumagawa|17
124786|Tome|Kurata|356
125668|Rei|Kurosaki|10
169730|Kyaku||10
219447|Long-Haired ESPer||10
169735|Male con-artist||19
169731|Mari||10
154459|Mariko||10
124793|Ichi|Mezato|172
171901|Toshiki|Minegishi|80
125645|Kenji|Mitsuura|29
124802||Miyagawa|10
156873|Keiji|Mogami|226
169729|Mother Kamuro||10
192347|Mother Spirit||10
124804||Mukai|15
124803||Muraki|10
226461|Zara||10
1150|Eclair|Tonnerre|69
124805||Mutou|21
8622|Karl|Neumann|15
168274|Neighbour||10
218749|Niido||10
124794|Tenga|Onigawara|265
172140|Otsuki||10
168275|Red Raincoat||10
168272|Jun|Sagawa|27
125665|Sakakibara||10
124800|Yuusuke|Sakurai|80
218748|Sakure||10
145521|Shirihiko|Saruta|10
169732|Scent-Ghoul||10
144860|Katsuya|Serizawa|355
171899|Hiroshi|Shibata|10
172141|Ryou|Shimazaki|316
168276|Ryouhei|Shimura|15
125651|Banshoumaru|Shinra|31
125659|Kaito|Shiratori|15
125660|Daichi|Shiratori|16
192348|Son Spirit||10
142481|Souchou||10
192345|Sugimoto||16
124797|Touichirou|Suzuki|146
171889|Suzuki's Wife||10
154046|Momozou|Takenaka|90
125667|Tamaki||10
169733|Tarou||10
125670||Tsuchiya|19
172135|Udo||10
